,Airline Name,Overall_Rating,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
21556,Uzbekistan Airways,6,30th September 2019,TRUE,,Solo Leisure,Economy Class,Tashkent to Istanbul,September 2019,4,4,4,3,2,,4,no
21557,Uzbekistan Airways,3,16th August 2019,TRUE,,Couple Leisure,Economy Class,Kuala Lumpur to Tashkent,August 2019,5,1,1,4,1,,2,no
21558,Uzbekistan Airways,1,6th July 2019,FALSE,,Family Leisure,Economy Class,St Petersburg to  Delhi via Tashkent,July 2019,1,1,1,1,1,,1,no
21559,Uzbekistan Airways,8,5th July 2019,TRUE,Boeing 767,Solo Leisure,Business Class,Paris to Tashkent,April 2019,4,5,4,4,3,,4,yes
21560,Uzbekistan Airways,7,22nd May 2019,TRUE,,Couple Leisure,Economy Class,Moscow to Tashkent,May 2019,5,3,5,3,4,,5,yes
21561,Uzbekistan Airways,1,7th May 2019,TRUE,,Couple Leisure,Economy Class,Tashkent to Kuala Lumpur,May 2019,2,1,1,3,2,,2,no
21562,Uzbekistan Airways,1,29th March 2019,TRUE,,Family Leisure,Economy Class,Tel Aviv to Bangkok via Tashkent,March 2019,2,1,1,1,1,,1,no
21563,Uzbekistan Airways,4,24th February 2019,TRUE,,Solo Leisure,Economy Class,London to Amritsar via Tashkent,February 2019,1,1,,2,,,2,no
21564,Uzbekistan Airways,6,20th January 2019,TRUE,A320,Business,Economy Class,Urgench to tashkent,November 2018,2,3,2,2,,,4,no
21565,Uzbekistan Airways,7,20th January 2019,TRUE,A320,Business,Economy Class,Tashkent to Urgench,November 2018,3,2,2,3,,,5,no
21566,Uzbekistan Airways,8,2nd November 2018,TRUE,Boeing 787,Solo Leisure,Business Class,Moscow to Tashkent,October 2018,4,5,5,3,3,,4,yes
21567,Uzbekistan Airways,1,19th September 2018,TRUE,,Family Leisure,Economy Class,Tel Aviv to Bangkok via Tashkent,August 2018,1,1,4,1,,,1,no
21568,Uzbekistan Airways,5,15th September 2018,TRUE,,Solo Leisure,Economy Class,New York to Tashkent,September 2018,2,3,2,4,1,,3,yes
21569,Uzbekistan Airways,1,12th September 2018,TRUE,,Family Leisure,Economy Class,Moscow to Tashkent,August 2018,3,1,3,1,1,1,1,no
21570,Uzbekistan Airways,6,29th April 2018,TRUE,Boeing 757,Solo Leisure,Economy Class,London to Tashkent,April 2018,1,3,4,2,,,2,no
21571,Uzbekistan Airways,1,11th March 2018,TRUE,,Family Leisure,Economy Class,Riga to New York,March 2018,1,1,3,1,1,1,5,no
21572,Uzbekistan Airways,2,7th February 2018,TRUE,,Solo Leisure,Economy Class,Kuala Lumpur to Tashkent,March 2017,2,1,4,1,1,1,3,no
21573,Uzbekistan Airways,7,12th August 2017,FALSE,Boeing 767 / 757,Business,Business Class,Beijing to Frankfurt via Tashkent,August 2017,3,4,3,3,1,,5,yes
21574,Uzbekistan Airways,9,31st October 2016,FALSE,Boeing 747-400,Couple Leisure,Business Class,LHR to TAS,October 2016,5,5,4,5,3,,5,yes
21575,Uzbekistan Airways,2,27th October 2016,FALSE,A320,Business,Business Class,TAS to DEL,October 2016,1,1,3,1,1,,4,no
21576,Uzbekistan Airways,3,23rd October 2016,FALSE,Boeing 757-200,Couple Leisure,Business Class,LHR to TAS,October 2016,1,2,2,3,1,1,3,no
21577,Uzbekistan Airways,5,23rd October 2016,FALSE,Boeing 767-300,Couple Leisure,Business Class,TAS to LHR,October 2016,3,3,2,4,2,,3,no
21578,Uzbekistan Airways,1,8th August 2016,FALSE,Boeing 767,Solo Leisure,Economy Class,RIX to JFK,August 2016,3,2,1,1,1,1,1,no
21579,Uzbekistan Airways,1,3rd June 2016,FALSE,Boeing 767,Solo Leisure,Economy Class,SIN to KUL,June 2016,1,1,1,1,2,,1,no
21580,Uzbekistan Airways,1,20th November 2014,FALSE,,,Economy Class,,,1,1,1,,1,,1,no
21581,Uzbekistan Airways,8,17th November 2014,FALSE,,,Economy Class,,,5,4,4,,3,,3,yes
21582,Uzbekistan Airways,1,6th November 2014,FALSE,,,Economy Class,,,2,1,1,,1,,3,no
21583,Uzbekistan Airways,9,28th October 2014,FALSE,,,Economy Class,,,5,3,3,,1,,5,yes
21584,Uzbekistan Airways,7,28th October 2014,FALSE,,,Economy Class,,,5,4,4,,1,,5,yes
21585,Uzbekistan Airways,8,28th October 2014,FALSE,,,Business Class,,,3,5,5,,4,,5,yes
21586,Uzbekistan Airways,4,1st October 2014,FALSE,,,Economy Class,,,2,2,2,,1,,2,no
21587,Uzbekistan Airways,8,1st October 2014,FALSE,,,Economy Class,,,3,4,2,,1,,4,yes
21588,Uzbekistan Airways,8,8th April 2014,FALSE,,,Economy Class,,,4,4,4,,1,,1,yes
21589,Uzbekistan Airways,2,27th August 2013,FALSE,,,Economy Class,,,1,1,1,,1,,4,no
21590,Uzbekistan Airways,8,8th August 2013,FALSE,,,Economy Class,,,4,4,4,,4,,4,yes
21591,Uzbekistan Airways,3,8th July 2013,FALSE,,,Economy Class,,,3,2,1,,2,,2,no
21592,Uzbekistan Airways,4,19th June 2013,FALSE,,,Economy Class,,,3,2,2,,1,,3,no
21593,Uzbekistan Airways,3,10th June 2013,FALSE,,,Economy Class,,,2,2,2,,3,,2,no
21594,Uzbekistan Airways,1,18th January 2013,FALSE,,,Business Class,,,4,5,5,,3,,5,yes
21595,Uzbekistan Airways,7,10th January 2013,FALSE,,,Business Class,,,4,4,2,,0,,4,yes
21596,Uzbekistan Airways,5,22nd November 2012,FALSE,,,Economy Class,,,3,2,3,,1,,3,no
21597,Uzbekistan Airways,8,22nd October 2012,FALSE,,,Economy Class,,,5,4,4,,3,,4,yes
21598,Uzbekistan Airways,2,9th October 2012,FALSE,,,Economy Class,,,2,3,3,,1,,2,no
21599,Uzbekistan Airways,6,23rd May 2010,FALSE,,,Economy Class,,,,,,,,,4,yes
21600,Uzbekistan Airways,8,28th March 2010,FALSE,,,Business Class,,,,,,,,,4,yes
21601,Uzbekistan Airways,5,22nd March 2010,FALSE,,,Economy Class,,,,,,,,,1,no
21602,Uzbekistan Airways,8,26th February 2010,FALSE,,,Business Class,,,,,,,,,4,yes
21603,Uzbekistan Airways,3,23rd February 2010,FALSE,,,Business Class,,,,,,,,,1,no
21604,Uzbekistan Airways,6,10th November 2009,FALSE,,,Business Class,,,,,,,,,4,yes
21605,Uzbekistan Airways,n,5th November 2009,FALSE,,,Economy Class,,,,,,,,,1,no
21606,Uzbekistan Airways,6,4th November 2009,FALSE,,,Economy Class,,,,,,,,,4,yes
21607,Uzbekistan Airways,2,5th October 2009,FALSE,,,Economy Class,,,,,,,,,1,no
21608,Uzbekistan Airways,3,17th September 2009,FALSE,,,,,,,,,,,,,no
21609,Uzbekistan Airways,4,26th July 2009,FALSE,,,,,,,,,,,,,no
21610,Uzbekistan Airways,2,23rd June 2009,FALSE,,,,,,,,,,,,,no
21611,Uzbekistan Airways,3,31st December 2008,FALSE,,,,,,,,,,,,,no
21612,Uzbekistan Airways,3,1st July 2008,FALSE,,,,,,,,,,,,,no
21613,Uzbekistan Airways,3,29th April 2008,FALSE,,,,,,,,,,,,,no
21614,Uzbekistan Airways,2,24th January 2008,FALSE,,,,,,,,,,,,,no
21615,Uzbekistan Airways,3,17th September 2007,FALSE,,,,,,,,,,,,,no
21616,Uzbekistan Airways,3,10th September 2007,FALSE,,,,,,,,,,,,,no
21617,Uzbekistan Airways,2,22nd August 2007,FALSE,,,,,,,,,,,,,no
21618,V Air,1,9th July 2016,FALSE,,Couple Leisure,Economy Class,BKK to TPE,May 2016,3,5,3,5,,,5,yes
21619,V Air,1,22nd June 2016,FALSE,,Couple Leisure,Economy Class,MNL to TPE,June 2016,1,1,,1,,,1,no
21620,V Air,3,26th March 2016,FALSE,,Solo Leisure,Economy Class,KIX to TPE,March 2016,3,4,3,2,,,3,no
21621,V Air,2,19th February 2016,FALSE,,Family Leisure,Economy Class,DMK to TPE,February 2016,3,3,3,1,3,,1,no
21622,V Air,9,8th January 2016,FALSE,A321,Solo Leisure,Economy Class,BKK to TPE,January 2016,4,5,5,5,,,5,yes
21623,V Air,8,16th August 2015,FALSE,A321,Solo Leisure,Economy Class,Bangkok to Chiang Mai via TPE,August 2015,4,5,4,4,,,5,yes
21624,V Air,1,9th August 2015,FALSE,,Solo Leisure,Economy Class,Taipei to Bangkok,August 2015,1,1,,1,,,1,no
21625,Vanilla Air,2,9th June 2019,TRUE,,Family Leisure,Economy Class,Tokyo to New Chitose,May 2019,1,1,,1,,,1,no
21626,Vanilla Air,1,20th March 2019,TRUE,A320,Solo Leisure,Economy Class,Tokyo Narita to Sapporo Shin Chitose,March 2019,2,3,1,1,1,,2,no
21627,Vanilla Air,1,7th January 2019,TRUE,A320-200,Solo Leisure,Economy Class,Hong Kong to Tokyo,December 2018,5,5,,5,,,5,yes
21628,Vanilla Air,1,26th July 2018,TRUE,,Solo Leisure,Economy Class,Sapporo to Tokyo,July 2018,1,1,,1,,,1,no
21629,Vanilla Air,1,2nd April 2018,TRUE,,Couple Leisure,Economy Class,Narita to Sapporo,March 2018,1,1,1,1,1,1,1,no
21630,Vanilla Air,1,22nd February 2018,TRUE,,Family Leisure,Economy Class,Tokyo to Taipei,February 2018,,,,1,,,1,no
21631,Vanilla Air,3,30th January 2018,TRUE,A320,Solo Leisure,Economy Class,Tokyo Narita to Hong Kong,July 2017,1,4,,3,,,2,no
21632,Vanilla Air,6,6th January 2018,TRUE,A320,Couple Leisure,Economy Class,Narita to Osaka,December 2017,2,4,,3,,,5,yes
21633,Vanilla Air,9,22nd August 2017,FALSE,A320-200,Couple Leisure,Economy Class,Tokyo Narita to Okinawa Naha,August 2017,4,5,,5,,,5,yes
21634,Vanilla Air,9,13th August 2017,FALSE,A320,Solo Leisure,Economy Class,Okinawa to Tokyo,July 2017,5,5,4,5,,,5,yes
21635,Vanilla Air,3,3rd May 2017,FALSE,,Business,Economy Class,Tokyo Narita to Okinawa,May 2017,1,2,,1,,,3,no
21636,Vanilla Air,1,6th December 2016,FALSE,,Solo Leisure,Economy Class,HKG to NRT,November 2016,5,5,,5,,,5,yes
21637,Vanilla Air,7,23rd June 2015,FALSE,A320,Couple Leisure,Economy Class,TPE to NRT,January 2015,2,4,3,3,,,5,yes
21638,ViaAir,1,8th December 2019,TRUE,,Solo Leisure,Economy Class,Bogota to Lima,November 2019,1,1,,1,,,1,yes
21639,ViaAir,1,22nd October 2019,FALSE,,Solo Leisure,Economy Class,Little Rock to Austin,November 2018,1,1,,1,,,1,no
21640,ViaAir,1,24th August 2019,TRUE,,Solo Leisure,Economy Class,Pittsburgh to Austin,August 2019,1,1,,1,,,1,no
21641,ViaAir,1,24th May 2019,FALSE,,Family Leisure,Economy Class,Austin to Birmingham,May 2019,1,1,,1,,,1,no
21642,ViaAir,1,7th May 2019,FALSE,,Family Leisure,Economy Class,Jackson to Orlando,May 2019,1,1,,1,,,1,no
21643,ViaAir,1,17th April 2019,TRUE,,Family Leisure,Economy Class,Baton Rouge to Orlando,April 2019,1,1,,1,,,1,no
21644,ViaAir,9,23rd March 2019,TRUE,,Couple Leisure,Economy Class,Orlando to Jackson,February 2019,5,5,5,5,3,3,5,yes
21645,ViaAir,1,10th November 2018,TRUE,Unknown,Solo Leisure,Economy Class,Austin to Oklahoma City,November 2018,,,,1,,,1,no
21646,ViaAir,1,8th November 2018,TRUE,,Solo Leisure,Economy Class,SFB to BTR,November 2018,1,1,,1,,,1,no
21647,ViaAir,1,22nd August 2018,TRUE,,Solo Leisure,Economy Class,Austin to Oklahoma City,August 2018,1,3,,1,,,1,no
21648,ViaAir,1,31st May 2018,TRUE,,Family Leisure,Economy Class,Hayden to Austin,January 2018,3,3,1,3,,,1,no
21649,Vietnam Airlines,7,10th July 2023,FALSE,,Solo Leisure,Economy Class,Ho Chi Minh City to Amsterdam via Frankfurt,July 2023,4,5,5,5,4,4,4,yes
21650,Vietnam Airlines,1,8th July 2023,TRUE,B787,Business,Business Class,Hi Chi Minh City to London Heathrow,July 2023,3,1,1,1,,,1,no
21651,Vietnam Airlines,1,1st July 2023,TRUE,,Family Leisure,Economy Class,Sydney to Paris via Vietnam,June 2023,2,3,1,1,3,,1,no
21652,Vietnam Airlines,8,28th June 2023,TRUE,A321,Family Leisure,Business Class,Hue to Hanoi,April 2023,4,5,5,3,3,,4,yes
21653,Vietnam Airlines,9,28th June 2023,TRUE,A321,Family Leisure,Business Class,Ho Chi Minh City to Hue,April 2023,4,5,5,4,,,4,yes
21654,Vietnam Airlines,1,28th June 2023,TRUE,,Solo Leisure,Economy Class,Ho Chi Minh to Paris,June 2023,4,4,4,1,4,4,2,yes
21655,Vietnam Airlines,7,28th June 2023,TRUE,A321,Family Leisure,Economy Class,Chu Lai to Ho Chi Minh,April 2023,4,5,3,4,3,,4,yes
21656,Vietnam Airlines,9,20th June 2023,TRUE,Boeing 787 - A321,Couple Leisure,Economy Class,Ho Chi Minh to Hanoi via Da Nang,June 2023,4,4,3,4,3,,4,yes
21657,Vietnam Airlines,8,15th June 2023,TRUE,A321,Solo Leisure,Economy Class,Hanoi to Hue,June 2023,4,4,2,5,1,,5,yes
21658,Vietnam Airlines,1,9th June 2023,FALSE,,Couple Leisure,Economy Class,Da Nang to Ho Chi Minh City,June 2023,3,3,,1,3,1,1,no
21659,Vietnam Airlines,1,31st May 2023,TRUE,A320,Couple Leisure,Economy Class,Singapore to Ho Chi Minh City,May 2023,1,1,1,1,1,,1,no
21660,Vietnam Airlines,1,16th May 2023,TRUE,A321,Business,Economy Class,Camn Ranh to Ho chi Minh City,April 2023,1,1,1,1,1,1,2,no
21661,Vietnam Airlines,8,24th April 2023,TRUE,A350,Family Leisure,Economy Class,Paris to Danang,April 2023,5,5,4,4,3,,3,yes
21662,Vietnam Airlines,7,19th April 2023,TRUE,A321,Couple Leisure,Economy Class,Hanoi to Hue,April 2023,4,4,2,4,2,,4,yes
21663,Vietnam Airlines,2,31st March 2023,FALSE,,Couple Leisure,Economy Class,Ho Chi Minh to Sydney,March 2023,2,2,1,3,1,1,5,yes
21664,Vietnam Airlines,7,25th March 2023,TRUE,,Solo Leisure,Economy Class,London to Hanoi,March 2023,4,4,5,4,4,,4,yes
21665,Vietnam Airlines,8,12th March 2023,TRUE,A321,Business,Economy Class,Danang to Bangkok,March 2023,5,4,3,4,3,,5,yes
21666,Vietnam Airlines,1,3rd March 2023,TRUE,,Family Leisure,Economy Class,Hi Chi Minh City to Vinh,March 2023,3,3,,5,,,3,no
21667,Vietnam Airlines,7,2nd March 2023,TRUE,A350 / Boeing 787-9,Solo Leisure,Economy Class,Ho Chi Minh City to Busan via Hanoi,March 2023,4,4,4,3,4,,4,yes
21668,Vietnam Airlines,1,31st January 2023,TRUE,,Solo Leisure,Economy Class,Manila to Ho Chi Minh,December 2022,1,4,1,1,1,1,1,no
21669,Vietnam Airlines,5,26th January 2023,FALSE,A350 / Boeing 787,Solo Leisure,Business Class,Sydney to Paris via Ho Chi Minh,October 2022,4,4,3,3,2,,3,no
21670,Vietnam Airlines,1,20th January 2023,TRUE,,Couple Leisure,Economy Class,Bangkok to Hong Kong via Ho Chi Minh City,January 2023,,,,1,,,1,no
21671,Vietnam Airlines,1,16th January 2023,TRUE,A350-900,Solo Leisure,Premium Economy,Paris to Sydney via Ho Chi Minh & Hanoi,January 2023,4,3,3,1,2,,3,no
21672,Vietnam Airlines,2,14th January 2023,TRUE,,Solo Leisure,Economy Class,Hi Chi Minh City to Frankfurt via Hanoi,January 2023,1,2,1,1,2,,2,no
21673,Vietnam Airlines,1,10th January 2023,TRUE,,Family Leisure,Economy Class,Singapore to Cam Ranh,January 2023,1,2,1,1,1,1,1,no
21674,Vietnam Airlines,1,8th January 2023,TRUE,,Couple Leisure,Economy Class,Hanoi to Danang,December 2022,4,5,,5,,,5,yes
21675,Vietnam Airlines,7,8th January 2023,TRUE,A321 / Boeing 787,Solo Leisure,Economy Class,Bangkok to London Heathrow via Ho Chi Minh City,December 2022,4,4,4,3,3,,3,yes
21676,Vietnam Airlines,1,1st January 2023,TRUE,A350-900,Solo Leisure,Premium Economy,Sydney to Hanoi,December 2022,3,4,2,1,1,1,1,no
21677,Vietnam Airlines,7,31st December 2022,TRUE,A321,Business,Business Class,Bangkok to Hue via Saigon,December 2022,4,5,3,4,1,,3,yes
21678,Vietnam Airlines,1,19th December 2022,TRUE,,Solo Leisure,Economy Class,Paris to Melbourne via Ho Chi Minh,December 2022,1,1,1,1,1,,1,no
21679,Vietnam Airlines,8,9th December 2022,TRUE,Boeing 787-9,Solo Leisure,Premium Economy,London Heathrow to Hanoi via Ho Chi Minh City,December 2022,5,5,4,4,2,1,3,yes
21680,Vietnam Airlines,3,8th December 2022,TRUE,,Solo Leisure,Economy Class,Tokyo to Paris via Hanoi,November 2022,3,4,4,1,1,,1,no
21681,Vietnam Airlines,5,6th December 2022,TRUE,,Solo Leisure,Economy Class,Hanoi to Tokyo via Ho Chi Minh City,December 2022,3,5,4,3,3,1,3,no
21682,Vietnam Airlines,3,26th September 2022,FALSE,,Business,Economy Class,Ho Chi Minh to San Francisco,September 2022,1,3,1,1,1,,1,no
21683,Vietnam Airlines,8,24th September 2022,TRUE,Boeing 787-9,Business,Business Class,London Heathrow to Ho Chi Minh,August 2022,3,5,3,5,3,3,5,yes
21684,Vietnam Airlines,3,10th September 2022,TRUE,A350,Couple Leisure,Premium Economy,Ho Chi Minh City to Melbourne,August 2022,1,5,1,2,1,,3,no
21685,Vietnam Airlines,4,31st August 2022,TRUE,A350,Business,Economy Class,Sydney to Ho Chi Minh City,August 2022,2,2,2,1,1,,2,no
21686,Vietnam Airlines,9,10th August 2022,TRUE,787,Business,Economy Class,Ho Chi Minh City to Hanoi,April 2022,4,5,5,3,4,,5,yes
21687,Vietnam Airlines,2,5th August 2022,TRUE,,Couple Leisure,Economy Class,Amsterdam to Hi Chi Minh City via Frankfurt,September 2021,,,,,,,1,no
21688,Vietnam Airlines,2,19th July 2022,TRUE,A320,Family Leisure,Economy Class,Ho Chi Minh City to Da Nang,June 2022,3,3,,1,,,3,no
21689,Vietnam Airlines,8,18th July 2022,TRUE,Boeing 787,Couple Leisure,Business Class,Melbourne to Frankfurt via Ho Chi Minh,July 2022,4,4,4,5,,,5,yes
21690,Vietnam Airlines,7,24th June 2022,TRUE,A321,Solo Leisure,Economy Class,Ho Chi Minh City to Hui,June 2022,4,4,2,5,1,,5,yes
21691,Vietnam Airlines,1,18th April 2022,TRUE,,Solo Leisure,Economy Class,Danang to Singapore via Ho Chi Minh City,April 2022,3,3,3,1,1,1,2,no
21692,Vietnam Airlines,1,23rd June 2021,TRUE,A350 / Boeing 787,Solo Leisure,Economy Class,Ho Chi Minh City to Hanoi,June 2021,4,5,,5,,,5,yes
21693,Vietnam Airlines,1,30th May 2021,TRUE,,Family Leisure,Economy Class,Hanoi to Ho chi minh via  Dalat,May 2021,,,,,,,1,no
21694,Vietnam Airlines,1,5th April 2021,TRUE,,Business,Economy Class,Ho Chi Minh to Da Nang,April 2021,1,1,,1,,,1,no
21695,Vietnam Airlines,4,21st January 2021,TRUE,Boeing 787,Business,Economy Class,Tân sơn Nhat to Hanoi,January 2021,2,1,3,3,4,3,3,no
21696,Vietnam Airlines,9,3rd December 2020,FALSE,A320,Family Leisure,Economy Class,Hanoi to Nha Trang,January 2020,5,5,4,3,,,4,yes
21697,Vietnam Airlines,1,25th October 2020,TRUE,A320,Solo Leisure,Economy Class,Hanoi to Ho Chi Minh City,October 2020,1,1,,1,,,1,no
21698,Vietnam Airlines,3,18th August 2020,TRUE,,Solo Leisure,Economy Class,Nha Trang to Hanoi,July 2020,2,3,2,2,,,3,no
21699,Vietnam Airlines,1,18th July 2020,TRUE,,Couple Leisure,Economy Class,Hanoi to Incheon via Ho Chi Minh,July 2020,1,1,1,1,1,,1,no
21700,Vietnam Airlines,1,27th June 2020,TRUE,,Business,Business Class,"London to Sydney via Ho Chi Minh City,",March 2020,1,,,1,,,1,no
21701,Vietnam Airlines,2,23rd June 2020,TRUE,,Solo Leisure,Economy Class,Tokyo to Hanoi,May 2020,,,,,,,1,no
21702,Vietnam Airlines,1,18th June 2020,TRUE,,Solo Leisure,Economy Class,Frankfurt to Kuala Lumpur via Ho Chi Minh,March 2020,4,2,4,1,3,,1,no
21703,Vietnam Airlines,1,3rd June 2020,TRUE,,Solo Leisure,Economy Class,Dalat to Hanoi,December 2019,1,1,1,1,,,1,no
21704,Vietnam Airlines,1,23rd April 2020,TRUE,,Business,Economy Class,Melbourne to Hanoi via Ho Chi Minh,April 2020,1,1,,1,,,1,no
21705,Vietnam Airlines,1,30th March 2020,TRUE,,Solo Leisure,Economy Class,Ho Chi Minh to Melbourne,March 2020,1,1,1,1,2,1,1,no
21706,Vietnam Airlines,1,22nd March 2020,TRUE,,Solo Leisure,Economy Class,Ho Chi Minh to Ha Noi,March 2020,1,4,3,1,,,1,no
21707,Vietnam Airlines,7,25th February 2020,TRUE,Boeing 787-9,Couple Leisure,Premium Economy,London Heathrow to Ho Chi Minh City,February 2020,4,3,4,4,3,,4,yes
21708,Vietnam Airlines,7,25th February 2020,TRUE,Boeing 787-9,Couple Leisure,Premium Economy,Ho Chi Minh City to London Heathrow,February 2020,4,3,3,3,3,,5,yes
21709,Vietnam Airlines,7,25th February 2020,TRUE,A321,Couple Leisure,Economy Class,Siem Reap to Ho Chi Minh City,February 2020,4,3,2,4,,,4,yes
21710,Vietnam Airlines,3,18th February 2020,TRUE,,Business,Economy Class,Hanoi to Bangkok,February 2020,2,1,,2,,,3,no
21711,Vietnam Airlines,4,5th February 2020,TRUE,,Couple Leisure,Economy Class,Danang to Ho Chi Minh City,February 2020,4,4,,2,,,3,no
21712,Vietnam Airlines,1,31st January 2020,TRUE,,Family Leisure,Economy Class,Ha Noi to Da Nang,January 2020,3,2,,1,,,2,no
21713,Vietnam Airlines,1,27th January 2020,FALSE,,Couple Leisure,Premium Economy,Paris to Hanoi,December 2019,1,1,1,4,1,,1,no
21714,Vietnam Airlines,1,23rd January 2020,TRUE,,Solo Leisure,Economy Class,Hue to Saigon,January 2020,2,1,1,2,1,1,1,no
21715,Vietnam Airlines,6,23rd January 2020,TRUE,,Couple Leisure,Economy Class,Phu Quoc to Ho Chi Minh City,January 2020,4,5,3,4,3,,4,no
21716,Vietnam Airlines,9,14th January 2020,TRUE,A350-900,Solo Leisure,Business Class,Melbourne to Ho Chi Minh City,December 2019,5,5,4,5,4,,5,yes
21717,Vietnam Airlines,7,3rd January 2020,TRUE,,Solo Leisure,Economy Class,London to Hanoi,December 2019,4,3,1,4,4,1,4,yes
21718,Vietnam Airlines,1,26th December 2019,TRUE,A350,Business,Business Class,Hanoi to Ho Chi Minh City,December 2019,5,5,5,5,4,,4,yes
21719,Vietnam Airlines,6,20th December 2019,TRUE,A350 / A321,Couple Leisure,Business Class,Paris to Singapore via Hanoi,December 2019,3,4,4,3,4,,4,yes
21720,Vietnam Airlines,9,17th December 2019,TRUE,A321,Solo Leisure,Economy Class,Hue to Danang via Saigon,December 2019,5,4,3,5,1,,5,yes
21721,Vietnam Airlines,1,16th December 2019,TRUE,A321,Family Leisure,Economy Class,Ho Chi Minh City to Bangkok,June 2019,5,5,4,5,,,5,yes
21722,Vietnam Airlines,1,16th December 2019,TRUE,Boeing 787-9,Solo Leisure,Economy Class,Hanoi to HCM City,July 2019,5,5,5,5,5,,5,yes
21723,Vietnam Airlines,8,13th December 2019,TRUE,A321,Solo Leisure,Economy Class,Vientiane to Phnom Pemh,November 2019,4,4,3,4,,,5,yes
21724,Vietnam Airlines,6,27th November 2019,TRUE,A350 / Boeing 787,Couple Leisure,Business Class,Singapore to London via Ho Chi Minh City,November 2019,4,4,3,5,3,,5,yes
21725,Vietnam Airlines,7,16th November 2019,TRUE,A321,Business,Economy Class,Ho Chi Minh to Denpasar,November 2019,3,4,4,4,1,1,4,yes
21726,Vietnam Airlines,1,12th November 2019,TRUE,A350,Couple Leisure,Business Class,Hanoi to Ho Chi Minh City,November 2019,5,5,5,5,5,,5,yes
21727,Vietnam Airlines,7,9th November 2019,FALSE,A330-200,Family Leisure,Economy Class,Hanoi to Ho Chi Minh City,December 2018,4,5,5,3,3,,5,yes
21728,Vietnam Airlines,1,27th October 2019,TRUE,A350,Business,Business Class,Paris to Hanoi,October 2019,5,5,5,5,5,,4,yes
21729,Vietnam Airlines,2,16th October 2019,FALSE,Boeing 787,Family Leisure,Economy Class,Ho Chi Minh to Sydney,October 2019,3,1,2,3,3,,3,no
21730,Vietnam Airlines,1,4th October 2019,FALSE,A321,Business,Economy Class,Taipei to Hanoi,June 2019,,,,1,,,2,no
21731,Vietnam Airlines,6,1st October 2019,FALSE,Boeing 787,Solo Leisure,Economy Class,Sydney to Ho Chi Minh City,September 2019,4,3,4,4,2,,4,yes
